Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
big-deal-premium-dachshund-bandanas,,,,,,,,,Multicolor,,,,,Bandana_Doxie_Multi,0.0,shopify,deny,manual,5.00,14.99,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/files/IMG_1245.jpg?v=1684510781,5,Big Deal Premium Dachshund Bandanas | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/IMG_1244.jpg?v=1684510775,lb,,0.99,,,,,,,,
big-deal-premium-dachshund-bandanas,,,,,,,,,Purple,,,,,Bandana_Doxie_Purple,0.0,shopify,deny,manual,5.00,14.99,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/files/IMG_1248.jpg?v=1684510788,6,Big Deal Premium Dachshund Bandanas | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/IMG_1249.jpg?v=1684510762,lb,,0.99,,,,,,,,
big-deal-premium-dachshund-bandanas,,,,,,,,,All Colors (6 Pack),,,,,Bandana_Doxie_All,11339.80925,shopify,deny,manual,22.00,84.99,true,true,"",,,,,,,,,,,,,,,,,,,lb,,5.89,,,,,,,,
pawpal-coffee-mugs,PawPal Coffee Mugs,"<p>Get ready to start your day off on the right paw with this wooftastic coffee mug! It's the perfect companion for your daily cup of coffee or tea, next to your furry best friend (of course!)</p>
<ul>
<li>High quality white gloss 11oz ceramic mug</li>
<li>Dishwasher safe &amp; Microwave safe</li>
</ul>",Alpha Paw Prints,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Mug,"ap-prints, dropship, growaov-collection, pawpals, pet-parents, petcanva",true,Style,Stay At Home,Color,White,,,1005-9786-101722752-47417,430.9127515,,continue,customcat,17.00,25.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/StayAtHomeMockup.jpg?v=1684510750,1,PawPal Coffee Mugs | Alpha Paw,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/StayAtHomeMockup.jpg?v=1684510750,lb,,8.64,true,true,,,true,,,active
pawpal-coffee-mugs,,,,,,,,,Better Life,,White,,,1005-9786-101722751-47417,430.9127515,,continue,customcat,17.00,25.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/CoffeeandDogmockup.jpg?v=1684510753,2,PawPal Coffee Mugs | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/WorkHardMockup.jpg?v=1684510755,lb,,8.64,,,,,,,,
pawpal-coffee-mugs,,,,,,,,,Drink Coffee,,White,,,1005-9786-101722750-47417,430.9127515,,continue,customcat,17.00,25.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/WorkHardMockup.jpg?v=1684510755,3,PawPal Coffee Mugs | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/CoffeeandDogmockup.jpg?v=1684510753,lb,,8.64,,,,,,,,
cat-bed-and-cube,2-in-1 Cat Cube & Bed,"<p><meta charset=""utf-8"">A truly versatile 2-in-1 cat bed that can be either configured as a cat lounge or turned into a cosy kitty condo. No two cats are the same, some prefer a bed with a view to perhaps keep tabs on the dog and others prefer a private retreat complete with window for occasional peeping. With our premium 2-in-1 cat bed and cube you can let your kitty choose for him or herself. Ideal for all cats and smaller dog breeds.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/_RBGXNeGvRk?feature=oembed&amp;showinfo=0"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></p>
<ul class=""tabs-content"">
<li class=""active"" id=""tab1"" style=""display: block;"">
<p> </p>
</li>
<li id=""tab2"" class="""" style=""display: none;"">
<div>
<ol>
<li type=""disc"">Super soft inner sherpa material</li>
<li type=""disc"">Machine washable</li>
<li type=""disc"">Non-skid bottom</li>
<li type=""disc"">Dimensions cube configuration: 13"" x 13"" x 13""</li>
<li type=""disc"">Dimensions lounge configuration: 13"" x 13"" x 7""</li>
<li type=""disc"">Outer denim: 100% Organic Cotton</li>
<li type=""disc"">Inner sherpa: 100% Polyester</li>
<li type=""disc"">Fill: 100% Polyester Fibre</li>
<li type=""disc"">Bottom: 100% Polypropylene</li>
</ol>
</div>
<p> </p>
</li>
<li id=""tab3"" class="""" style=""display: none;"">
<div>
<ol>
<li type=""disc"">Free shipping on orders over $49</li>
<li type=""disc"">Or.. $5.95 flat rate shipping with delivery in 2-5 business days, or upgrade to expedited shipping (1-3 business days) for a small fee</li>
<li type=""disc"">All purchases come with our 30 days no questions asked return policy</li>
</ol>
</div>
<p> </p>
</li>
</ul>",Alpha Paw,Animals & Pet Supplies > Pet Supplies > Cat Supplies,Pet Bed,"best-seller, cat, clearance, growaov-collection, rr_track_2in1, rr_track_all",false,Title,Default Title,,,,,CCBD-STRP-000S,710.0,shopify,deny,manual,39.00,89.99,true,false,'4899959011511,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_1.jpg?v=1684510751,1,2-in-1 Cat Cube & Bed | Alpha Paw,false,Modern 2-in-1 Cat Cube/Cave & Enclosed Cat Bed,"A versatile self warming cat cave that be configured either as a kitty lounge or as an enclosed cat bed. It’s warm, traps heat & rated one of the best cat beds",,,,,new,,,,,,,,g,,6.55,true,true,,,true,,,draft
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_2.jpg?v=1684510754,2,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_3.jpg?v=1684510757,3,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_4.jpg?v=1684510761,4,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_5.jpg?v=1684510764,5,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_6.jpg?v=1684510767,6,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_7.jpg?v=1684510770,7,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_8.jpg?v=1684510773,8,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_9.jpg?v=1684510777,9,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_10.jpg?v=1684510780,10,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-bed-and-cube,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/4899959011511_11.jpg?v=1684510783,11,2-in-1 Cat Cube & Bed | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
large-cat-litter-mat,Cat Litter Mat,"<p><meta charset=""utf-8"">The Alpha Paw's premium kitty litter mat is the perfect solution for messy litter box areas. The mat traps excess litter from your cat's paws, stopping litter from being tracked all around your home. It is also suitable for cats who dig and scratch litter out the litter tray.</p>
<p><iframe src=""https://www.youtube.com/embed/mtAeJBt7ONA?rel=0&amp;modestbranding=1&amp;autohide=1&amp;showinfo=0&amp;controls=0"" height=""315"" width=""560"" allowfullscreen="""" allow=""autoplay; encrypted-media"" frameborder=""0""></iframe></p>
<ul class=""tabs-content"">
<li style=""display: block;"" id=""tab1"" class=""active"">
<p> </p>
</li>
<li style=""display: none;"" class="""" id=""tab2"">
<div>
<ol>
<li type=""disc"">Extra thick to prevent tears and rips from cats claws</li>
<li type=""disc"">BPA &amp; Phthalate free</li>
<li type=""disc"">Skid-free bottom</li>
<li type=""disc"">Easy to clean. Simply shake excess litter off or use a vacuum cleaner</li>
<li type=""disc"">Completely urine proof in case of those out the box misses</li>
<li type=""disc"">Material: 100% PVC</li>
</ol>
</div>
<p> </p>
</li>
<li style=""display: none;"" class="""" id=""tab3"">
<div>
<ol>
<li type=""disc"">Free shipping on orders over $49</li>
<li type=""disc"">Or.. $5.95 flat rate shipping with delivery in 2-5 business days, or upgrade to expedited shipping (1-3 business days) for a small fee</li>
<li type=""disc"">All purchases come with our 30 days no questions asked return policy</li>
</ol>
</div>
<p> </p>
</li>
</ul>",Alpha Paw,Animals & Pet Supplies > Pet Supplies > Cat Supplies,Litter Mat,"best-seller, cat, clearance, growaov-collection, rr_track_all, rr_track_PVC",true,Color,Gray,Size,"XL: 35"" x 23.5""",,,CLMT-GREY-00XL,1496.854821,shopify,continue,manual,19.00,49.95,true,false,'7425619175179,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_01.jpg?v=1684510750,1,Cat Litter Mat | Alpha Paw,false,Cat Litter Mat Extra Large | Washable & Waterproof,Premium kitty litter mat in extra large size. This cat litter mat catcher will trap excess litter off your cats paws and reduce litter scatter in your home.,,,,,new,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_01.jpg?v=1684510750,lb,,3.24,true,true,,,true,,,active
large-cat-litter-mat,,,,,,,,,Gray,,"Jumbo: 47"" x 33""",,,CLMT-GREY-JMBO,2000.0,shopify,deny,manual,24.00,59.95,true,false,'4897082590040,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_07.jpg?v=1684510754,2,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_01.jpg?v=1684510750,kg,,4.03,,,,,,,,
large-cat-litter-mat,,,,,,,,,Black,,"XL: 35"" x 23.5""",,,CLMT-BLCK-00XL,1496.854821,shopify,continue,manual,19.00,49.95,true,false,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_08.jpg?v=1684510757,3,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/black_01.jpg?v=1684510773,lb,,3.24,,,,,,,,
large-cat-litter-mat,,,,,,,,,Black,,"Jumbo: 47"" x 33""",,,CLMT-BLCK-JMBO,1496.854821,shopify,continue,manual,24.00,59.95,true,false,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_02.jpg?v=1684510759,4,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/black_01.jpg?v=1684510773,lb,,4.03,,,,,,,,
large-cat-litter-mat,,,,,,,,,Brown,,"XL: 35"" x 23.5""",,,CLMT-BRWN-00XL,1496.854821,shopify,continue,manual,19.00,49.95,true,false,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_03.jpg?v=1684510762,5,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/brown_01.jpg?v=1684510776,lb,,4.74,,,,,,,,
large-cat-litter-mat,,,,,,,,,Brown,,"Jumbo: 47"" x 33""",,,CLMT-BRWN-JMBO,1496.854821,shopify,continue,manual,24.00,59.95,true,false,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_04.jpg?v=1684510764,6,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/brown_01.jpg?v=1684510776,lb,,4.03,,,,,,,,
large-cat-litter-mat,,,,,,,,,Beige,,"XL: 35"" x 23.5""",,,CLMT-BEIG-00XL,1496.854821,shopify,continue,manual,19.00,49.95,true,false,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/gray_05.jpg?v=1684510767,7,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/yellow_01.jpg?v=1684510770,lb,,4.74,,,,,,,,
large-cat-litter-mat,,,,,,,,,Beige,,"Jumbo: 47"" x 33""",,,CLMT-BEIG-JMBO,1496.854821,shopify,continue,manual,24.00,59.95,true,false,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/files/yellow_01.jpg?v=1684510770,8,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/yellow_01.jpg?v=1684510770,lb,,4.03,,,,,,,,
large-cat-litter-mat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/black_01.jpg?v=1684510773,9,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
large-cat-litter-mat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/brown_01.jpg?v=1684510776,10,Cat Litter Mat | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
cat-mama-t-shirt,Cat Mama T-Shirt,"<p>Hey, Cat Mama!</p>
<p>Let the world know how much you love your furry best friend. It's the purrfect addition to any cat-loving wardrobe.</p>
<ul>
<li>Made with sustainably &amp; fairly grown 100% USA cotton</li>
<li>Heavyweight classic unisex tee</li>
</ul>
<p><strong>SIZE CHART</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0582/8552/3124/files/Screenshot2023-05-04at12.31.44PM_480x480.png?v=1683230559"" alt=""""></strong></p>",Alpha Paw Prints,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"ap-prints, carthook_checkout, dropship, Featured Products, growaov-collection, pawpals, personalized-gifts, pet-parents, petcanva, Short Sleeve, T-Shirts, upsell, Women",true,Color,Red,Size,S,,,1049-9970-101642775-48278,160.390262032,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,1,Cat Mama T-Shirt | Alpha Paw,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,lb,,11.49,true,true,,,true,,,active
cat-mama-t-shirt,,,,,,,,,Red,,M,,,1049-9970-101642775-48279,176.628868878,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,2,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Red,,L,,,1049-9970-101642775-48280,206.656683772,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,3,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Red,,XL,,,1049-9970-101642775-48281,228.791991428,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,4,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Red,,2XL,,,1049-9970-101642775-48282,252.015920772,,continue,customcat,21.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_a7ca61d4-98c0-4cb8-bded-751a53826317.png?v=1684510726,5,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,lb,,13.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Red,,3XL,,,1049-9970-101642775-48283,288.802261979,,continue,customcat,22.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_4e2302e4-6695-4010-b99d-2611eb6ee466.png?v=1684510730,6,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmama_44b60239-5990-4855-a04a-f93a3dfb1dd2.png?v=1684510700,lb,,14.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Black,,S,,,1049-9953-101642775-48144,160.390262032,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_5cb56bea-cc8f-4b09-bf02-0dfa9d84e111.png?v=1684510733,7,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Black,,M,,,1049-9953-101642775-48145,176.628868878,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_54688ad0-5400-403a-a632-c60f0e4750f9.png?v=1684510737,8,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Black,,L,,,1049-9953-101642775-48146,206.656683772,,continue,customcat,19.00,49.99,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_cbda69b1-1fb7-4836-8922-bd59ba041c70.png?v=1684510740,9,Cat Mama T-Shirt | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Black,,XL,,,1049-9953-101642775-48147,228.791991428,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Black,,2XL,,,1049-9953-101642775-48148,254.193164148,,continue,customcat,21.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,lb,,13.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Black,,3XL,,,1049-9953-101642775-48149,288.802261979,,continue,customcat,22.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-black-front-645c0ac47231f.png?v=1684510707,lb,,14.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Navy,,S,,,1049-9966-101642775-48248,160.390262032,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Navy,,M,,,1049-9966-101642775-48249,176.628868878,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Navy,,L,,,1049-9966-101642775-48250,206.656683772,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Navy,,XL,,,1049-9966-101642775-48251,240.4039561,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Navy,,2XL,,,1049-9966-101642775-48252,238.58958662,,continue,customcat,21.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,lb,,13.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Navy,,3XL,,,1049-9966-101642775-48253,288.802261979,,continue,customcat,22.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/catmamanavy.png?v=1684510723,lb,,14.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Royal,,S,,,1049-9971-101642775-48286,167.8291769,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Royal,,M,,,1049-9971-101642775-48287,176.628868878,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Royal,,L,,,1049-9971-101642775-48288,207.518509275,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Royal,,XL,,,1049-9971-101642775-48289,207.881383171,,continue,customcat,19.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Royal,,2XL,,,1049-9971-101642775-48290,252.015920772,,continue,customcat,21.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,lb,,13.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Royal,,3XL,,,1049-9971-101642775-48291,264.580429421,,continue,customcat,22.00,49.99,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/unisex-staple-t-shirt-true-royal-front-645bf93229a8f.png?v=1684510717,lb,,14.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Military Green,,S,,,1049-12334-101693279-55488,134.671574653,,continue,customcat,19.00,49.99,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_a7ca61d4-98c0-4cb8-bded-751a53826317.png?v=1684510726,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Military Green,,M,,,1049-12334-101693279-55489,155.945056806,,continue,customcat,19.00,49.99,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_a7ca61d4-98c0-4cb8-bded-751a53826317.png?v=1684510726,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Military Green,,L,,,1049-12334-101693279-55490,160.390262032,,continue,customcat,19.00,49.99,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_a7ca61d4-98c0-4cb8-bded-751a53826317.png?v=1684510726,lb,,11.49,,,,,,,,
cat-mama-t-shirt,,,,,,,,,Military Green,,XL,,,1049-12334-101693279-55491,160.390262032,,continue,customcat,19.00,49.99,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/DynamicImageHandler_a7ca61d4-98c0-4cb8-bded-751a53826317.png?v=1684510726,lb,,11.49,,,,,,,,
